"Channel","Simulated","Experimental","Energy (keV)","16O (RBS)","17O (RBS)","18O (RBS)","28Si (RBS)","29Si (RBS)","30Si (RBS)","197Au (RBS)"
247,8.583792e+02,839,443.699,1.600534e+02,6.305928e-02,3.443628e-01,6.433965e+02,3.280481e+01,2.171706e+01,0
248,8.570631e+02,884,445.412,1.597871e+02,6.295356e-02,3.437799e-01,6.424295e+02,3.275542e+01,2.168437e+01,0
249,8.557550e+02,856,447.125,1.595231e+02,6.284872e-02,3.432012e-01,6.414674e+02,3.270644e+01,2.165198e+01,0
250,8.544564e+02,839,448.838,1.592615e+02,6.274441e-02,3.426244e-01,6.405119e+02,3.265775e+01,2.161987e+01,0
251,8.531680e+02,897,450.551,1.590023e+02,6.264085e-02,3.420509e-01,6.395636e+02,3.260937e+01,2.158796e+01,0
252,8.518900e+02,887,452.264,1.587448e+02,6.253824e-02,3.414816e-01,6.386236e+02,3.256138e+01,2.155625e+01,0
253,8.506227e+02,871,453.977,1.584890e+02,6.243656e-02,3.409171e-01,6.376918e+02,3.251379e+01,2.152478e+01,0
254,8.493646e+02,826,455.69,1.582338e+02,6.233597e-02,3.403577e-01,6.367679e+02,3.246664e+01,2.149357e+01,0
255,8.481161e+02,842,457.403,1.579797e+02,6.223618e-02,3.398033e-01,6.358519e+02,3.241992e+01,2.146263e+01,0
256,8.468755e+02,868,459.115,1.577269e+02,6.213728e-02,3.392534e-01,6.349417e+02,3.237359e+01,2.143195e+01,0
257,8.456425e+02,913,460.828,1.574758e+02,6.203884e-02,3.387071e-01,6.340368e+02,3.232766e+01,2.140151e+01,0
258,8.444152e+02,854,462.541,1.572265e+02,6.194104e-02,3.381642e-01,6.331353e+02,3.228200e+01,2.137130e+01,0
259,8.431943e+02,896,464.254,1.569786e+02,6.184391e-02,3.376253e-01,6.322384e+02,3.223657e+01,2.134125e+01,0
260,8.419810e+02,833,465.967,1.567323e+02,6.174755e-02,3.370916e-01,6.313472e+02,3.219130e+01,2.131132e+01,0
261,8.407754e+02,806,467.68,1.564868e+02,6.165190e-02,3.365625e-01,6.304627e+02,3.214624e+01,2.128147e+01,0
262,8.395783e+02,817,469.393,1.562426e+02,6.155683e-02,3.360392e-01,6.295850e+02,3.210145e+01,2.125174e+01,0
263,8.383909e+02,845,471.106,1.560000e+02,6.146229e-02,3.355198e-01,6.287147e+02,3.205697e+01,2.122214e+01,0
264,8.372129e+02,858,472.819,1.557596e+02,6.136797e-02,3.350053e-01,6.278514e+02,3.201279e+01,2.119272e+01,0
265,8.360435e+02,832,474.532,1.555213e+02,6.127393e-02,3.344935e-01,6.269940e+02,3.196895e+01,2.116347e+01,0
266,8.348816e+02,835,476.245,1.552848e+02,6.118027e-02,3.339853e-01,6.261418e+02,3.192543e+01,2.113443e+01,0
267,8.337251e+02,848,477.958,1.550501e+02,6.108721e-02,3.334814e-01,6.252926e+02,3.188215e+01,2.110557e+01,0
268,8.325732e+02,892,479.671,1.548163e+02,6.099470e-02,3.329822e-01,6.244469e+02,3.183911e+01,2.107689e+01,0
269,8.314275e+02,821,481.384,1.545837e+02,6.090287e-02,3.324875e-01,6.236058e+02,3.179619e+01,2.104835e+01,0
270,8.302889e+02,812,483.097,1.543527e+02,6.081154e-02,3.319972e-01,6.227701e+02,3.175343e+01,2.101991e+01,0
271,8.291578e+02,844,484.81,1.541233e+02,6.072071e-02,3.315105e-01,6.219399e+02,3.171089e+01,2.099156e+01,0
272,8.280346e+02,848,486.523,1.538955e+02,6.063021e-02,3.310264e-01,6.211155e+02,3.166860e+01,2.096336e+01,0
273,8.269181e+02,829,488.236,1.536691e+02,6.054023e-02,3.305445e-01,6.202960e+02,3.162659e+01,2.093533e+01,0
274,8.258081e+02,852,489.949,1.534439e+02,6.045096e-02,3.300650e-01,6.194813e+02,3.158486e+01,2.090751e+01,0
275,8.247020e+02,777,491.661,1.532191e+02,6.036232e-02,3.295888e-01,6.186696e+02,3.154339e+01,2.087990e+01,0
276,8.235992e+02,859,493.374,1.529953e+02,6.027447e-02,3.291152e-01,6.178598e+02,3.150216e+01,2.085249e+01,0
277,8.224990e+02,834,495.087,1.527729e+02,6.018710e-02,3.286448e-01,6.170509e+02,3.146110e+01,2.082529e+01,0
278,8.214034e+02,814,496.8,1.525522e+02,6.010031e-02,3.281760e-01,6.162446e+02,3.142015e+01,2.079823e+01,0
279,8.203135e+02,818,498.513,1.523336e+02,6.001375e-02,3.277093e-01,6.154416e+02,3.137927e+01,2.077131e+01,0
280,8.192301e+02,823,500.226,1.521167e+02,5.992763e-02,3.272426e-01,6.146432e+02,3.133854e+01,2.074447e+01,0
281,8.181541e+02,817,501.939,1.519018e+02,5.984211e-02,3.267769e-01,6.138499e+02,3.129801e+01,2.071775e+01,0
282,8.170851e+02,825,503.652,1.516882e+02,5.975722e-02,3.263127e-01,6.130619e+02,3.125773e+01,2.069118e+01,0
283,8.160240e+02,863,505.365,1.514763e+02,5.967309e-02,3.258505e-01,6.122797e+02,3.121773e+01,2.066479e+01,0
284,8.149700e+02,842,507.078,1.512664e+02,5.958954e-02,3.253906e-01,6.115020e+02,3.117804e+01,2.063860e+01,0
285,8.139234e+02,813,508.791,1.510587e+02,5.950670e-02,3.249325e-01,6.107290e+02,3.113866e+01,2.061263e+01,0
286,8.128827e+02,801,510.504,1.508532e+02,5.942425e-02,3.244764e-01,6.099591e+02,3.109955e+01,2.058687e+01,0
287,8.118489e+02,842,512.217,1.506494e+02,5.934240e-02,3.240214e-01,6.091940e+02,3.106071e+01,2.056131e+01,0
288,8.108231e+02,827,513.93,1.504473e+02,5.926126e-02,3.235677e-01,6.084350e+02,3.102205e+01,2.053592e+01,0
289,8.098056e+02,788,515.643,1.502458e+02,5.918099e-02,3.231160e-01,6.076832e+02,3.098364e+01,2.051066e+01,0
290,8.087969e+02,845,517.356,1.500454e+02,5.910160e-02,3.226679e-01,6.069387e+02,3.094553e+01,2.048552e+01,0
291,8.077975e+02,803,519.069,1.498462e+02,5.902300e-02,3.222231e-01,6.062018e+02,3.090777e+01,2.046055e+01,0
292,8.068073e+02,821,520.782,1.496483e+02,5.894520e-02,3.217828e-01,6.054721e+02,3.087036e+01,2.043577e+01,0
293,8.058249e+02,822,522.495,1.494519e+02,5.886792e-02,3.213458e-01,6.047483e+02,3.083333e+01,2.041118e+01,0
294,8.048492e+02,801,524.207,1.492566e+02,5.879124e-02,3.209129e-01,6.040295e+02,3.079661e+01,2.038680e+01,0
295,8.038782e+02,806,525.92,1.490624e+02,5.871522e-02,3.204827e-01,6.033138e+02,3.076020e+01,2.036260e+01,0
296,8.029112e+02,847,527.633,1.488685e+02,5.863999e-02,3.200563e-01,6.026014e+02,3.072400e+01,2.033858e+01,0
297,8.019494e+02,788,529.346,1.486756e+02,5.856545e-02,3.196346e-01,6.018930e+02,3.068795e+01,2.031468e+01,0
298,8.009934e+02,809,531.059,1.484838e+02,5.849158e-02,3.192175e-01,6.011891e+02,3.065201e+01,2.029089e+01,0
299,8.000435e+02,808,532.772,1.482934e+02,5.841821e-02,3.188056e-01,6.004895e+02,3.061622e+01,2.026714e+01,0
300,7.991001e+02,791,534.485,1.481046e+02,5.834515e-02,3.183977e-01,5.997947e+02,3.058062e+01,2.024346e+01,0
301,7.981622e+02,765,536.198,1.479169e+02,5.827230e-02,3.179941e-01,5.991040e+02,3.054522e+01,2.021987e+01,0
302,7.972297e+02,804,537.911,1.477306e+02,5.819972e-02,3.175932e-01,5.984169e+02,3.051003e+01,2.019641e+01,0
303,7.963008e+02,751,539.624,1.475447e+02,5.812752e-02,3.171953e-01,5.977326e+02,3.047505e+01,2.017307e+01,0
304,7.953748e+02,783,541.337,1.473600e+02,5.805560e-02,3.168006e-01,5.970498e+02,3.044029e+01,2.014989e+01,0
305,7.944521e+02,786,543.05,1.471767e+02,5.798404e-02,3.164098e-01,5.963685e+02,3.040568e+01,2.012686e+01,0
306,7.935343e+02,820,544.763,1.469949e+02,5.791263e-02,3.160226e-01,5.956902e+02,3.037121e+01,2.010397e+01,0
307,7.926225e+02,809,546.476,1.468149e+02,5.784138e-02,3.156391e-01,5.950160e+02,3.033683e+01,2.008121e+01,0
308,7.917170e+02,761,548.189,1.466361e+02,5.777013e-02,3.152586e-01,5.943467e+02,3.030261e+01,2.005855e+01,0
309,7.908189e+02,776,549.902,1.464587e+02,5.769909e-02,3.148808e-01,5.936830e+02,3.026861e+01,2.003599e+01,0
310,7.899271e+02,824,551.615,1.462818e+02,5.762845e-02,3.145048e-01,5.930248e+02,3.023487e+01,2.001358e+01,0
311,7.890427e+02,804,553.328,1.461060e+02,5.755820e-02,3.141313e-01,5.923723e+02,3.020143e+01,1.999134e+01,0
312,7.881647e+02,782,555.041,1.459313e+02,5.748850e-02,3.137611e-01,5.917245e+02,3.016829e+01,1.996930e+01,0
313,7.872923e+02,758,556.753,1.457578e+02,5.741918e-02,3.133935e-01,5.910808e+02,3.013546e+01,1.994749e+01,0
314,7.864249e+02,842,558.466,1.455855e+02,5.735030e-02,3.130293e-01,5.904403e+02,3.010288e+01,1.992588e+01,0
315,7.855631e+02,772,560.179,1.454137e+02,5.728167e-02,3.126669e-01,5.898044e+02,3.007053e+01,1.990448e+01,0
316,7.847072e+02,807,561.892,1.452425e+02,5.721346e-02,3.123066e-01,5.891736e+02,3.003834e+01,1.988324e+01,0
317,7.838571e+02,819,563.605,1.450712e+02,5.714581e-02,3.119467e-01,5.885483e+02,3.000632e+01,1.986216e+01,0
318,7.830132e+02,808,565.318,1.449004e+02,5.707869e-02,3.115877e-01,5.879285e+02,2.997451e+01,1.984116e+01,0
319,7.821754e+02,806,567.031,1.447306e+02,5.701221e-02,3.112298e-01,5.873134e+02,2.994294e+01,1.982028e+01,0
320,7.813433e+02,771,568.744,1.445618e+02,5.694614e-02,3.108731e-01,5.867025e+02,2.991161e+01,1.979952e+01,0
321,7.805152e+02,739,570.457,1.443946e+02,5.688054e-02,3.105176e-01,5.860937e+02,2.988053e+01,1.977892e+01,0
322,7.796892e+02,830,572.17,1.442287e+02,5.681516e-02,3.101625e-01,5.854854e+02,2.984966e+01,1.975845e+01,0
323,7.788629e+02,800,573.883,1.440641e+02,5.675018e-02,3.098081e-01,5.848751e+02,2.981898e+01,1.973813e+01,0
324,7.780353e+02,707,575.596,1.439009e+02,5.668571e-02,3.094529e-01,5.842619e+02,2.978844e+01,1.971793e+01,0
325,7.772049e+02,808,577.309,1.437395e+02,5.662176e-02,3.090976e-01,5.836439e+02,2.975797e+01,1.969784e+01,0
326,7.763694e+02,803,579.022,1.435803e+02,5.655841e-02,3.087425e-01,5.830184e+02,2.972754e+01,1.967783e+01,0
327,7.755239e+02,749,580.735,1.434232e+02,5.649547e-02,3.083889e-01,5.823808e+02,2.969723e+01,1.965785e+01,0
328,7.746620e+02,760,582.448,1.432681e+02,5.643299e-02,3.080367e-01,5.817245e+02,2.966703e+01,1.963790e+01,0
329,7.737744e+02,718,584.161,1.431145e+02,5.637070e-02,3.076865e-01,5.810408e+02,2.963699e+01,1.961803e+01,0
330,7.728474e+02,755,585.874,1.429617e+02,5.630874e-02,3.073380e-01,5.803166e+02,2.960711e+01,1.959825e+01,0
331,7.718648e+02,741,587.587,1.428097e+02,5.624719e-02,3.069911e-01,5.795359e+02,2.957737e+01,1.957857e+01,0
332,7.708045e+02,779,589.299,1.426584e+02,5.618603e-02,3.066457e-01,5.786764e+02,2.954775e+01,1.955901e+01,0
333,7.696407e+02,737,591.012,1.425080e+02,5.612532e-02,3.063026e-01,5.777126e+02,2.951817e+01,1.953957e+01,0
334,7.683399e+02,766,592.725,1.423580e+02,5.606487e-02,3.059627e-01,5.766110e+02,2.948858e+01,1.952025e+01,0
335,7.668596e+02,750,594.438,1.422083e+02,5.600475e-02,3.056258e-01,5.753298e+02,2.945888e+01,1.950101e+01,0
336,7.651472e+02,783,596.151,1.420587e+02,5.594471e-02,3.052927e-01,5.738164e+02,2.942903e+01,1.948183e+01,0
337,7.631385e+02,774,597.864,1.419086e+02,5.588494e-02,3.049620e-01,5.720074e+02,2.939896e+01,1.946270e+01,0
338,7.607581e+02,769,599.577,1.417584e+02,5.582558e-02,3.046343e-01,5.698271e+02,2.936854e+01,1.944363e+01,0
339,7.579176e+02,753,601.29,1.416084e+02,5.576670e-02,3.043081e-01,5.671869e+02,2.933752e+01,1.942465e+01,0
340,7.545173e+02,741,603.003,1.414588e+02,5.570842e-02,3.039842e-01,5.639874e+02,2.930559e+01,1.940578e+01,0
341,7.504464e+02,759,604.716,1.413100e+02,5.565060e-02,3.036631e-01,5.601178e+02,2.927228e+01,1.938701e+01,0
342,7.455881e+02,715,606.429,1.411616e+02,5.559334e-02,3.033446e-01,5.554623e+02,2.923695e+01,1.936833e+01,0
343,7.398226e+02,717,608.142,1.410138e+02,5.553640e-02,3.030292e-01,5.499017e+02,2.919876e+01,1.934974e+01,0
344,7.330297e+02,690,609.855,1.408663e+02,5.547995e-02,3.027158e-01,5.433174e+02,2.915663e+01,1.933117e+01,0
345,7.250982e+02,714,611.568,1.407195e+02,5.542405e-02,3.024047e-01,5.355991e+02,2.910923e+01,1.931259e+01,0
346,7.159324e+02,749,613.281,1.405738e+02,5.536865e-02,3.020945e-01,5.266523e+02,2.905489e+01,1.929393e+01,0
347,7.054630e+02,670,614.994,1.404293e+02,5.531376e-02,3.017858e-01,5.164099e+02,2.899152e+01,1.927516e+01,0
348,6.936543e+02,676,616.707,1.402861e+02,5.525912e-02,3.014790e-01,5.048388e+02,2.891651e+01,1.925624e+01,0
349,6.805121e+02,683,618.42,1.401439e+02,5.520469e-02,3.011742e-01,4.919481e+02,2.882670e+01,1.923709e+01,0
350,6.660984e+02,622,620.133,1.400024e+02,5.515017e-02,3.008716e-01,4.778041e+02,2.871836e+01,1.921757e+01,0
351,6.505256e+02,673,621.845,1.398616e+02,5.509566e-02,3.005708e-01,4.625237e+02,2.858713e+01,1.919753e+01,0
352,6.339649e+02,624,623.558,1.397218e+02,5.504118e-02,3.002719e-01,4.462830e+02,2.842811e+01,1.917670e+01,0
353,6.166470e+02,587,625.271,1.395833e+02,5.498669e-02,2.999738e-01,4.293182e+02,2.823586e+01,1.915470e+01,0
354,5.988189e+02,595,626.984,1.394460e+02,5.493225e-02,2.996773e-01,4.118826e+02,2.800468e+01,1.913108e+01,0
355,5.807814e+02,576,628.697,1.393096e+02,5.487771e-02,2.993829e-01,3.942836e+02,2.772873e+01,1.910519e+01,0
356,5.628149e+02,542,630.41,1.391743e+02,5.482311e-02,2.990912e-01,3.768083e+02,2.740214e+01,1.907624e+01,0
357,5.451529e+02,528,632.123,1.390393e+02,5.476832e-02,2.988024e-01,3.596973e+02,2.701948e+01,1.904327e+01,0
358,5.280552e+02,542,633.836,1.389050e+02,5.471356e-02,2.985165e-01,3.432159e+02,2.657606e+01,1.900505e+01,0
359,5.116668e+02,460,635.549,1.387716e+02,5.465903e-02,2.982332e-01,3.275138e+02,2.606848e+01,1.896003e+01,0
360,4.962442e+02,510,637.262,1.386392e+02,5.460476e-02,2.979517e-01,3.128511e+02,2.549499e+01,1.890635e+01,0
361,4.819914e+02,447,638.975,1.385080e+02,5.455094e-02,2.976722e-01,2.994336e+02,2.485586e+01,1.884174e+01,0
362,4.690371e+02,474,640.688,1.383775e+02,5.449748e-02,2.973948e-01,2.873900e+02,2.415414e+01,1.876359e+01,0
363,4.574394e+02,476,642.401,1.382476e+02,5.444438e-02,2.971198e-01,2.767761e+02,2.339526e+01,1.866888e+01,0
364,4.471967e+02,452,644.114,1.381179e+02,5.439158e-02,2.968468e-01,2.675856e+02,2.258775e+01,1.855426e+01,0
365,4.382593e+02,434,645.827,1.379886e+02,5.433921e-02,2.965754e-01,2.597608e+02,2.174283e+01,1.841613e+01,0
366,4.305394e+02,442,647.54,1.378600e+02,5.428738e-02,2.963050e-01,2.532052e+02,2.087279e+01,1.825077e+01,0
367,4.239263e+02,430,649.253,1.377318e+02,5.423598e-02,2.960345e-01,2.477969e+02,1.999293e+01,1.805439e+01,0
368,4.182935e+02,443,650.966,1.376040e+02,5.418503e-02,2.957638e-01,2.433993e+02,1.911689e+01,1.782334e+01,0
369,4.135095e+02,448,652.679,1.374764e+02,5.413438e-02,2.954929e-01,2.398715e+02,1.825769e+01,1.755436e+01,0
370,4.094456e+02,372,654.391,1.373485e+02,5.408386e-02,2.952223e-01,2.370750e+02,1.742793e+01,1.724484e+01,0
371,4.059793e+02,451,656.104,1.372206e+02,5.403346e-02,2.949518e-01,2.348812e+02,1.663539e+01,1.689307e+01,0
372,4.030062e+02,412,657.817,1.370933e+02,5.398328e-02,2.946816e-01,2.331732e+02,1.589234e+01,1.649863e+01,0
373,4.004370e+02,408,659.53,1.369669e+02,5.393345e-02,2.944111e-01,2.318496e+02,1.520962e+01,1.606253e+01,0
374,3.981957e+02,418,661.243,1.368418e+02,5.388398e-02,2.941401e-01,2.308243e+02,1.459422e+01,1.558737e+01,0
375,3.962189e+02,394,662.956,1.367179e+02,5.383486e-02,2.938685e-01,2.300258e+02,1.404955e+01,1.507787e+01,0
376,3.944559e+02,386,664.669,1.365954e+02,5.378613e-02,2.935971e-01,2.293973e+02,1.357585e+01,1.453993e+01,0
377,3.928676e+02,393,666.382,1.364741e+02,5.373762e-02,2.933268e-01,2.288940e+02,1.317075e+01,1.398161e+01,0
378,3.914243e+02,388,668.095,1.363545e+02,5.368944e-02,2.930576e-01,2.284817e+02,1.282983e+01,1.341164e+01,0
379,3.901032e+02,412,669.808,1.362365e+02,5.364166e-02,2.927902e-01,2.281341e+02,1.254731e+01,1.283884e+01,0
380,3.888884e+02,393,671.521,1.361201e+02,5.359432e-02,2.925244e-01,2.278323e+02,1.231659e+01,1.227323e+01,0
381,3.877651e+02,412,673.234,1.360050e+02,5.354739e-02,2.922598e-01,2.275621e+02,1.213074e+01,1.172145e+01,0
382,3.867246e+02,378,674.947,1.358909e+02,5.350071e-02,2.919964e-01,2.273138e+02,1.198287e+01,1.119162e+01,0
383,3.857575e+02,377,676.66,1.357768e+02,5.345426e-02,2.917350e-01,2.270802e+02,1.186650e+01,1.068877e+01,0
384,3.848613e+02,381,678.373,1.356630e+02,5.340778e-02,2.914761e-01,2.268565e+02,1.177571e+01,1.022117e+01,0
385,3.840337e+02,375,680.086,1.355494e+02,5.336138e-02,2.912194e-01,2.266398e+02,1.170530e+01,9.794720e+00,0
386,3.832722e+02,386,681.799,1.354358e+02,5.331514e-02,2.909648e-01,2.264283e+02,1.165081e+01,9.412959e+00,0
387,3.825727e+02,368,683.512,1.353223e+02,5.326903e-02,2.907119e-01,2.262208e+02,1.160853e+01,9.077201e+00,0
388,3.819309e+02,392,685.225,1.352085e+02,5.322316e-02,2.904598e-01,2.260164e+02,1.157544e+01,8.786892e+00,0
389,3.813414e+02,431,686.937,1.350943e+02,5.317744e-02,2.902084e-01,2.258146e+02,1.154918e+01,8.539949e+00,0
390,3.807983e+02,409,688.65,1.349796e+02,5.313188e-02,2.899581e-01,2.256146e+02,1.152790e+01,8.333153e+00,0
391,3.802967e+02,350,690.363,1.348647e+02,5.308645e-02,2.897094e-01,2.254165e+02,1.151019e+01,8.162545e+00,0
392,3.798308e+02,381,692.076,1.347500e+02,5.304135e-02,2.894621e-01,2.252195e+02,1.149501e+01,8.023774e+00,0
393,3.793954e+02,386,693.789,1.346356e+02,5.299673e-02,2.892162e-01,2.250236e+02,1.148158e+01,7.912370e+00,0
394,3.789856e+02,415,695.502,1.345216e+02,5.295261e-02,2.889717e-01,2.248287e+02,1.146936e+01,7.823986e+00,0
395,3.785974e+02,381,697.215,1.344080e+02,5.290902e-02,2.887276e-01,2.246353e+02,1.145795e+01,7.754581e+00,0
396,3.782262e+02,368,698.928,1.342944e+02,5.286594e-02,2.884843e-01,2.244429e+02,1.144708e+01,7.700498e+00,0
397,3.778694e+02,368,700.641,1.341814e+02,5.282319e-02,2.882423e-01,2.242518e+02,1.143658e+01,7.658570e+00,0
398,3.775239e+02,391,702.354,1.340689e+02,5.278083e-02,2.880018e-01,2.240618e+02,1.142633e+01,7.626096e+00,0
399,3.771874e+02,378,704.067,1.339571e+02,5.273889e-02,2.877628e-01,2.238727e+02,1.141629e+01,7.600842e+00,0
400,3.768581e+02,385,705.78,1.338460e+02,5.269733e-02,2.875250e-01,2.236845e+02,1.140638e+01,7.581014e+00,0
401,3.765338e+02,362,707.493,1.337353e+02,5.265612e-02,2.872883e-01,2.234968e+02,1.139661e+01,7.565209e+00,0
402,3.762128e+02,394,709.206,1.336242e+02,5.261505e-02,2.870516e-01,2.233096e+02,1.138693e+01,7.552334e+00,0
403,3.758941e+02,384,710.919,1.335124e+02,5.257408e-02,2.868156e-01,2.231234e+02,1.137733e+01,7.541558e+00,0
404,3.755759e+02,384,712.632,1.333985e+02,5.253296e-02,2.865806e-01,2.229383e+02,1.136781e+01,7.532275e+00,0
405,3.752551e+02,360,714.345,1.332798e+02,5.249179e-02,2.863470e-01,2.227542e+02,1.135834e+01,7.524022e+00,0
406,3.749267e+02,418,716.058,1.331513e+02,5.245058e-02,2.861151e-01,2.225714e+02,1.134893e+01,7.516488e+00,0
407,3.745810e+02,385,717.771,1.330041e+02,5.240931e-02,2.858845e-01,2.223896e+02,1.133960e+01,7.509435e+00,0
408,3.742039e+02,388,719.483,1.328239e+02,5.236800e-02,2.856556e-01,2.222090e+02,1.133035e+01,7.502704e+00,0
409,3.737727e+02,390,721.196,1.325883e+02,5.232659e-02,2.854276e-01,2.220292e+02,1.132117e+01,7.496193e+00,0
410,3.732543e+02,349,722.909,1.322647e+02,5.228497e-02,2.852015e-01,2.218502e+02,1.131208e+01,7.489842e+00,0
411,3.726016e+02,394,724.622,1.318057e+02,5.224322e-02,2.849776e-01,2.216721e+02,1.130305e+01,7.483604e+00,0
412,3.717486e+02,361,726.335,1.311449e+02,5.220147e-02,2.847563e-01,2.214952e+02,1.129408e+01,7.477449e+00,0
413,3.706048e+02,376,728.048,1.301922e+02,5.215984e-02,2.845379e-01,2.213194e+02,1.128516e+01,7.471363e+00,0
414,3.690472e+02,388,729.761,1.288243e+02,5.211841e-02,2.843217e-01,2.211448e+02,1.127627e+01,7.465319e+00,0
415,3.669154e+02,355,731.474,1.268812e+02,5.207716e-02,2.841077e-01,2.209713e+02,1.126742e+01,7.459315e+00,0
416,3.640088e+02,379,733.187,1.241624e+02,5.203618e-02,2.838952e-01,2.207986e+02,1.125861e+01,7.453332e+00,0
417,3.600886e+02,347,734.9,1.204290e+02,5.199535e-02,2.836846e-01,2.206267e+02,1.124984e+01,7.447369e+00,0
418,3.548967e+02,355,736.613,1.154239e+02,5.195486e-02,2.834760e-01,2.204549e+02,1.124110e+01,7.441423e+00,0
419,3.481953e+02,375,738.326,1.089089e+02,5.191481e-02,2.832690e-01,2.202834e+02,1.123237e+01,7.435510e+00,0
420,3.398182e+02,381,740.039,1.007179e+02,5.187517e-02,2.830635e-01,2.201121e+02,1.122366e+01,7.429622e+00,0
421,3.297430e+02,325,741.752,9.082833e+01,5.183599e-02,2.828587e-01,2.199413e+02,1.121494e+01,7.423767e+00,0
422,3.181851e+02,317,743.465,7.945577e+01,5.179718e-02,2.826536e-01,2.197707e+02,1.120621e+01,7.417945e+00,0
423,3.056097e+02,296,745.178,6.706538e+01,5.175857e-02,2.824481e-01,2.196006e+02,1.119746e+01,7.412147e+00,0
424,2.926872e+02,305,746.891,5.432780e+01,5.172018e-02,2.822420e-01,2.194304e+02,1.118870e+01,7.406383e+00,0
425,2.802147e+02,282,748.604,4.203997e+01,5.168203e-02,2.820356e-01,2.192604e+02,1.117995e+01,7.400637e+00,0
426,2.689354e+02,287,750.317,3.094561e+01,5.164406e-02,2.818286e-01,2.190902e+02,1.117121e+01,7.394914e+00,0
427,2.593111e+02,269,752.029,2.150627e+01,5.160626e-02,2.816204e-01,2.189199e+02,1.116250e+01,7.389221e+00,0
428,2.517052e+02,250,753.742,1.408526e+01,5.156846e-02,2.814113e-01,2.187496e+02,1.115381e+01,7.383571e+00,0
429,2.461225e+02,277,755.455,8.686860e+00,5.153051e-02,2.812002e-01,2.185798e+02,1.114516e+01,7.377958e+00,0
430,2.422935e+02,251,757.168,5.041586e+00,5.149211e-02,2.809880e-01,2.184105e+02,1.113654e+01,7.372393e+00,0
431,2.398210e+02,235,758.881,2.751846e+00,5.145294e-02,2.807754e-01,2.182421e+02,1.112795e+01,7.366868e+00,0
432,2.382994e+02,261,760.594,1.411927e+00,5.141224e-02,2.805628e-01,2.180747e+02,1.111941e+01,7.361381e+00,0
433,2.373875e+02,237,762.307,6.806727e-01,5.136846e-02,2.803512e-01,2.179082e+02,1.111094e+01,7.355933e+00,0
434,2.368357e+02,261,764.02,3.081995e-01,5.131888e-02,2.801405e-01,2.177430e+02,1.110254e+01,7.350509e+00,0
435,2.364801e+02,249,765.733,1.310207e-01,5.125904e-02,2.799312e-01,2.175785e+02,1.109423e+01,7.345113e+00,0
436,2.362240e+02,239,767.446,5.228108e-02,5.118172e-02,2.797232e-01,2.174151e+02,1.108601e+01,7.339751e+00,0
437,2.360155e+02,195,769.159,1.957458e-02,5.107639e-02,2.795173e-01,2.172530e+02,1.107786e+01,7.334426e+00,0
438,2.358286e+02,253,770.872,6.873219e-03,5.092775e-02,2.793143e-01,2.170926e+02,1.106979e+01,7.329133e+00,0
439,2.356513e+02,233,772.585,2.257821e-03,5.071420e-02,2.791140e-01,2.169335e+02,1.106176e+01,7.323877e+00,0
440,2.354786e+02,224,774.298,6.822513e-04,5.040647e-02,2.789164e-01,2.167761e+02,1.105379e+01,7.318642e+00,0
441,2.353081e+02,212,776.011,1.983060e-04,4.996466e-02,2.787212e-01,2.166199e+02,1.104587e+01,7.313433e+00,0
442,2.351391e+02,226,777.724,4.568016e-05,4.933578e-02,2.785273e-01,2.164649e+02,1.103801e+01,7.308235e+00,0
443,2.349707e+02,245,779.437,0,4.845208e-02,2.783351e-01,2.163107e+02,1.103020e+01,7.303044e+00,0
444,2.348028e+02,218,781.15,0,4.723112e-02,2.781445e-01,2.161571e+02,1.102244e+01,7.297858e+00,0
445,2.346350e+02,211,782.863,0,4.557937e-02,2.779554e-01,2.160041e+02,1.101472e+01,7.292689e+00,0
446,2.344677e+02,236,784.575,0,4.340024e-02,2.777676e-01,2.158520e+02,1.100703e+01,7.287530e+00,0
447,2.343005e+02,247,786.288,0,4.061143e-02,2.775803e-01,2.157006e+02,1.099936e+01,7.282386e+00,0
448,2.341335e+02,231,788.001,0,3.717473e-02,2.773936e-01,2.155500e+02,1.099170e+01,7.277255e+00,0
449,2.339665e+02,226,789.714,0,3.311774e-02,2.772065e-01,2.154000e+02,1.098405e+01,7.272127e+00,0
450,2.337995e+02,237,791.427,0,2.855465e-02,2.770197e-01,2.152505e+02,1.097642e+01,7.267008e+00,0
451,2.336326e+02,234,793.14,0,2.370702e-02,2.768334e-01,2.151014e+02,1.096882e+01,7.261884e+00,0
452,2.334659e+02,247,794.853,0,1.886345e-02,2.766476e-01,2.149524e+02,1.096124e+01,7.256758e+00,0
453,2.332998e+02,262,796.566,0,1.430898e-02,2.764621e-01,2.148037e+02,1.095369e+01,7.251638e+00,0
454,2.331349e+02,251,798.279,0,1.029823e-02,2.762769e-01,2.146556e+02,1.094614e+01,7.246532e+00,0
455,2.329713e+02,228,799.992,0,6.989276e-03,2.760902e-01,2.145081e+02,1.093862e+01,7.241438e+00,0
456,2.328092e+02,221,801.705,0,4.469343e-03,2.759009e-01,2.143613e+02,1.093110e+01,7.236368e+00,0
457,2.326485e+02,251,803.418,0,2.690746e-03,2.757059e-01,2.142152e+02,1.092357e+01,7.231311e+00,0
458,2.324888e+02,214,805.131,0,1.524185e-03,2.754986e-01,2.140695e+02,1.091605e+01,7.226273e+00,0
